# libultrahdr HLG OOTF / inverse OOTF (BT.2100 luminance)
# columns: dir, gamma, r_in, g_in, b_in, r_out, g_out, b_out
# dir values: ootf, inverse_ootf, ootf_approx, inverse_ootf_approx
# gamma values cover hlg_system_gamma over typical display peaks
# reference: lib/src/gainmapmath.cpp:294/304/299/309 @ libultrahdr commit 8cbc983
dir,gamma,r_in,g_in,b_in,r_out,g_out,b_out
inverse_ootf,1.45299995,0.00100000005,0.100000001,0.00100000005,0.00231070723,0.231070712,0.00231070723
ootf_approx,1.45299995,0.00100000005,0.100000001,0.00100000005,4.37522285e-05,0.0352370925,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,0.100000001,0.00100000005,0.0086160088,0.205007017,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,0.100000001,0.000104753184,0.000104753184,0.0104753179
inverse_ootf,1.45299995,0.00100000005,0.00100000005,0.100000001,0.0047244532,0.0047244532,0.472445309
ootf_approx,1.45299995,0.00100000005,0.00100000005,0.100000001,4.37522285e-05,4.37522285e-05,0.0352370925
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,0.100000001,0.0086160088,0.0086160088,0.205007017
ootf,1.45299995,0.180000007,0.00100000005,0.00100000005,0.0454957001,0.000252753904,0.000252753904
inverse_ootf,1.45299995,0.180000007,0.00100000005,0.00100000005,0.463825405,0.00257680775,0.00257680775
ootf_approx,1.45299995,0.180000007,0.00100000005,0.00100000005,0.0827772543,4.37522285e-05,4.37522285e-05
inverse_ootf_approx,1.45299995,0.180000007,0.00100000005,0.00100000005,0.307224065,0.0086160088,0.0086160088
ootf,1.45299995,0.00100000005,0.180000007,0.00100000005,0.000386103202,0.0694985762,0.000386103202
inverse_ootf,1.45299995,0.00100000005,0.180000007,0.00100000005,0.00192505738,0.346510321,0.00192505738
ootf_approx,1.45299995,0.00100000005,0.180000007,0.00100000005,4.37522285e-05,0.0827772543,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,0.180000007,0.00100000005,0.0086160088,0.307224065,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,0.180000007,0.000132878529,0.000132878529,0.0239181351
inverse_ootf,1.45299995,0.00100000005,0.00100000005,0.180000007,0.00401112158,0.00401112158,0.722001851
ootf_approx,1.45299995,0.00100000005,0.00100000005,0.180000007,4.37522285e-05,4.37522285e-05,0.0827772543
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,0.180000007,0.0086160088,0.0086160088,0.307224065
ootf,1.45299995,0.25,0.00100000005,0.00100000005,0.0731844157,0.000292737677,0.000292737677
inverse_ootf,1.45299995,0.25,0.00100000005,0.00100000005,0.582272232,0.00232908898,0.00232908898
ootf_approx,1.45299995,0.25,0.00100000005,0.00100000005,0.133415669,4.37522285e-05,4.37522285e-05
inverse_ootf_approx,1.45299995,0.25,0.00100000005,0.00100000005,0.385162026,0.0086160088,0.0086160088
ootf,1.45299995,0.00100000005,0.25,0.00100000005,0.000447905855,0.11197646,0.000447905855
inverse_ootf,1.45299995,0.00100000005,0.25,0.00100000005,0.00173805782,0.434514433,0.00173805782
ootf_approx,1.45299995,0.00100000005,0.25,0.00100000005,4.37522285e-05,0.133415669,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,0.25,0.00100000005,0.0086160088,0.385162026,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,0.25,0.000152605586,0.000152605586,0.0381513946
inverse_ootf,1.45299995,0.00100000005,0.00100000005,0.25,0.00364663545,0.00364663545,0.911658823
ootf_approx,1.45299995,0.00100000005,0.00100000005,0.25,4.37522285e-05,4.37522285e-05,0.133415669
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,0.25,0.0086160088,0.0086160088,0.385162026
ootf,1.45299995,0.5,0.00100000005,0.00100000005,0.199857354,0.000399714714,0.000399714714
inverse_ootf,1.45299995,0.5,0.00100000005,0.00100000005,0.93984884,0.00187969778,0.00187969778
ootf_approx,1.45299995,0.5,0.00100000005,0.00100000005,0.365261108,4.37522285e-05,4.37522285e-05
inverse_ootf_approx,1.45299995,0.5,0.00100000005,0.00100000005,0.620614231,0.0086160088,0.0086160088
ootf,1.45299995,0.00100000005,0.5,0.00100000005,0.000612867705,0.306433827,0.000612867705
inverse_ootf,1.45299995,0.00100000005,0.5,0.00100000005,0.00140068633,0.700343132,0.00140068633
ootf_approx,1.45299995,0.00100000005,0.5,0.00100000005,4.37522285e-05,0.365261108,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,0.5,0.00100000005,0.0086160088,0.620614231,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,0.5,0.000206052791,0.000206052791,0.10302639
inverse_ootf,1.45299995,0.00100000005,0.00100000005,0.5,0.0029657972,0.0029657972,1.48289847
ootf_approx,1.45299995,0.00100000005,0.00100000005,0.5,4.37522285e-05,4.37522285e-05,0.365261108
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,0.5,0.0086160088,0.0086160088,0.620614231
ootf,1.45299995,0.75,0.00100000005,0.00100000005,0.359926909,0.000479902548,0.000479902548
inverse_ootf,1.45299995,0.75,0.00100000005,0.00100000005,1.24308753,0.00165744999,0.00165744999
ootf_approx,1.45299995,0.75,0.00100000005,0.00100000005,0.658360898,4.37522285e-05,4.37522285e-05
inverse_ootf_approx,1.45299995,0.75,0.00100000005,0.00100000005,0.820376575,0.0086160088,0.0086160088
ootf,1.45299995,0.00100000005,0.75,0.00100000005,0.000736332207,0.552249134,0.000736332207
inverse_ootf,1.45299995,0.00100000005,0.75,0.00100000005,0.00123447983,0.925859809,0.00123447983
ootf_approx,1.45299995,0.00100000005,0.75,0.00100000005,4.37522285e-05,0.658360898,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,0.75,0.00100000005,0.0086160088,0.820376575,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,0.75,0.000246445503,0.000246445503,0.184834123
inverse_ootf,1.45299995,0.00100000005,0.00100000005,0.75,0.00262202416,0.00262202416,1.96651804
ootf_approx,1.45299995,0.00100000005,0.00100000005,0.75,4.37522285e-05,4.37522285e-05,0.658360898
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,0.75,0.0086160088,0.0086160088,0.820376575
ootf,1.45299995,1,0.00100000005,0.00100000005,0.546470642,0.000546470692,0.000546470692
inverse_ootf,1.45299995,1,0.00100000005,0.00100000005,1.51570511,0.00151570514,0.00151570514
ootf_approx,1.45299995,1,0.00100000005,0.00100000005,1,4.37522285e-05,4.37522285e-05
inverse_ootf_approx,1.45299995,1,0.00100000005,0.00100000005,1,0.0086160088,0.0086160088
ootf,1.45299995,0.00100000005,1,0.00100000005,0.000838764245,0.838764191,0.000838764245
inverse_ootf,1.45299995,0.00100000005,1,0.00100000005,0.00112863479,1.12863469,0.00112863479
ootf_approx,1.45299995,0.00100000005,1,0.00100000005,4.37522285e-05,1,4.37522285e-05
inverse_ootf_approx,1.45299995,0.00100000005,1,0.00100000005,0.0086160088,1,0.0086160088
ootf,1.45299995,0.00100000005,0.00100000005,1,0.000280089473,0.000280089473,0.280089468
inverse_ootf,1.45299995,0.00100000005,0.00100000005,1,0.00240097521,0.00240097521,2.40097499
ootf_approx,1.45299995,0.00100000005,0.00100000005,1,4.37522285e-05,4.37522285e-05,1
inverse_ootf_approx,1.45299995,0.00100000005,0.00100000005,1,0.0086160088,0.0086160088,1
ootf,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227815e-05,3.16227815e-05,3.16227815e-05
inverse_ootf,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227779e-05,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227815e-05,3.16227815e-05,3.16227815e-05
inverse_ootf,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227779e-05,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227815e-05,3.16227815e-05,3.16227815e-05
inverse_ootf,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,3.16227779e-05,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.00100000005,0.00999999885,0.00999999885,0.00999999885
ootf,1.5,0.00999999978,0.00100000005,0.00100000005,0.000580025837,5.8002588e-05,5.8002588e-05
inverse_ootf,1.5,0.00999999978,0.00100000005,0.00100000005,0.0667372569,0.00667372625,0.00667372625
ootf_approx,1.5,0.00999999978,0.00100000005,0.00100000005,0.000999999931,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.00999999978,0.00100000005,0.00100000005,0.046415884,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.00999999978,0.00100000005,8.42732625e-05,0.000842732552,8.42732625e-05
inverse_ootf,1.5,0.00100000005,0.00999999978,0.00100000005,0.00520243682,0.0520243645,0.00520243682
ootf_approx,1.5,0.00100000005,0.00999999978,0.00100000005,3.16227779e-05,0.000999999931,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.00999999978,0.00100000005,0.00999999885,0.046415884,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.00999999978,3.91627145e-05,3.91627145e-05,0.000391627138
inverse_ootf,1.5,0.00100000005,0.00100000005,0.00999999978,0.00867131166,0.00867131166,0.0867131129
ootf_approx,1.5,0.00100000005,0.00100000005,0.00999999978,3.16227779e-05,3.16227779e-05,0.000999999931
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.00999999978,0.00999999885,0.00999999885,0.046415884
ootf,1.5,0.0500000007,0.00100000005,0.00100000005,0.00588903669,0.000117780735,0.000117780735
inverse_ootf,1.5,0.0500000007,0.00100000005,0.00100000005,0.208091244,0.00416182494,0.00416182494
ootf_approx,1.5,0.0500000007,0.00100000005,0.00100000005,0.0111803403,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.0500000007,0.00100000005,0.00100000005,0.135720879,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.0500000007,0.00100000005,0.00018499163,0.00924958196,0.00018499163
inverse_ootf,1.5,0.00100000005,0.0500000007,0.00100000005,0.00308010331,0.154005155,0.00308010331
ootf_approx,1.5,0.00100000005,0.0500000007,0.00100000005,3.16227779e-05,0.0111803403,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.0500000007,0.00100000005,0.00999999885,0.135720879,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.0500000007,6.24963868e-05,6.24963868e-05,0.00312481914
inverse_ootf,1.5,0.00100000005,0.00100000005,0.0500000007,0.00634984905,0.00634984905,0.317492455
ootf_approx,1.5,0.00100000005,0.00100000005,0.0500000007,3.16227779e-05,3.16227779e-05,0.0111803403
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.0500000007,0.00999999885,0.00999999885,0.135720879
ootf,1.5,0.100000001,0.00100000005,0.00100000005,0.0164338984,0.000164338984,0.000164338984
inverse_ootf,1.5,0.100000001,0.00100000005,0.00100000005,0.333303273,0.00333303283,0.00333303283
ootf_approx,1.5,0.100000001,0.00100000005,0.00100000005,0.0316227786,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.100000001,0.00100000005,0.00100000005,0.215443462,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.100000001,0.00100000005,0.000261001551,0.0261001531,0.000261001551
inverse_ootf,1.5,0.00100000005,0.100000001,0.00100000005,0.00244852551,0.244852543,0.00244852551
ootf_approx,1.5,0.00100000005,0.100000001,0.00100000005,3.16227779e-05,0.0316227786,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.100000001,0.00100000005,0.00999999885,0.215443462,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.100000001,8.28908887e-05,8.28908887e-05,0.0082890885
inverse_ootf,1.5,0.00100000005,0.00100000005,0.100000001,0.00526011782,0.00526011782,0.526011765
ootf_approx,1.5,0.00100000005,0.00100000005,0.100000001,3.16227779e-05,3.16227779e-05,0.0316227786
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.100000001,0.00999999885,0.00999999885,0.215443462
ootf,1.5,0.180000007,0.00100000005,0.00100000005,0.0394455977,0.00021914221,0.00021914221
inverse_ootf,1.5,0.180000007,0.00100000005,0.00100000005,0.495208979,0.00275116088,0.00275116088
ootf_approx,1.5,0.180000007,0.00100000005,0.00100000005,0.0763675347,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.180000007,0.00100000005,0.00100000005,0.318797559,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.180000007,0.00100000005,0.000349802314,0.062964417,0.000349802314
inverse_ootf,1.5,0.00100000005,0.180000007,0.00100000005,0.00201427261,0.362569064,0.00201427261
ootf_approx,1.5,0.00100000005,0.180000007,0.00100000005,3.16227779e-05,0.0763675347,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.180000007,0.00100000005,0.00999999885,0.318797559,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.180000007,0.000107773179,0.000107773179,0.0193991736
inverse_ootf,1.5,0.00100000005,0.00100000005,0.180000007,0.00441563176,0.00441563176,0.794813752
ootf_approx,1.5,0.00100000005,0.00100000005,0.180000007,3.16227779e-05,3.16227779e-05,0.0763675347
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.180000007,0.00999999885,0.00999999885,0.318797559
ootf,1.5,0.25,0.00100000005,0.00100000005,0.0644264594,0.000257705862,0.000257705862
inverse_ootf,1.5,0.25,0.00100000005,0.00100000005,0.617339134,0.00246935664,0.00246935664
ootf_approx,1.5,0.25,0.00100000005,0.00100000005,0.125,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.25,0.00100000005,0.00100000005,0.396850258,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.25,0.00100000005,0.000412094087,0.103023514,0.000412094087
inverse_ootf,1.5,0.00100000005,0.25,0.00100000005,0.0018057978,0.451449424,0.0018057978
ootf_approx,1.5,0.00100000005,0.25,0.00100000005,3.16227779e-05,0.125,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.25,0.00100000005,0.00999999885,0.396850258,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.25,0.000125563529,0.000125563529,0.0313908793
inverse_ootf,1.5,0.00100000005,0.00100000005,0.25,0.00398802292,0.00398802292,0.997005701
ootf_approx,1.5,0.00100000005,0.00100000005,0.25,3.16227779e-05,3.16227779e-05,0.125
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.25,0.00999999885,0.00999999885,0.396850258
ootf,1.5,0.5,0.00100000005,0.00100000005,0.18171908,0.000363438186,0.000363438186
inverse_ootf,1.5,0.5,0.00100000005,0.00100000005,0.981784761,0.00196356955,0.00196356955
ootf_approx,1.5,0.5,0.00100000005,0.00100000005,0.353553385,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.5,0.00100000005,0.00100000005,0.629960537,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.5,0.00100000005,0.000582512701,0.291256338,0.000582512701
inverse_ootf,1.5,0.00100000005,0.5,0.00100000005,0.00143371592,0.71685791,0.00143371592
ootf_approx,1.5,0.00100000005,0.5,0.00100000005,3.16227779e-05,0.353553385,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.5,0.00100000005,0.00999999885,0.629960537,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.5,0.000174904839,0.000174904839,0.0874524117
inverse_ootf,1.5,0.00100000005,0.00100000005,0.5,0.00319741364,0.00319741364,1.59870672
ootf_approx,1.5,0.00100000005,0.00100000005,0.5,3.16227779e-05,3.16227779e-05,0.353553385
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.5,0.00999999885,0.00999999885,0.629960537
ootf,1.5,0.75,0.00100000005,0.00100000005,0.333528548,0.000444704754,0.000444704754
inverse_ootf,1.5,0.75,0.00100000005,0.00100000005,1.28730094,0.00171640131,0.00171640131
ootf_approx,1.5,0.75,0.00100000005,0.00100000005,0.649519026,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,0.75,0.00100000005,0.00100000005,0.825481832,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,0.75,0.00100000005,0.000713316607,0.53498745,0.000713316607
inverse_ootf,1.5,0.00100000005,0.75,0.00100000005,0.00125259836,0.939448714,0.00125259836
ootf_approx,1.5,0.00100000005,0.75,0.00100000005,3.16227779e-05,0.649519026,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,0.75,0.00100000005,0.00999999885,0.825481832,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,0.75,0.000213113119,0.000213113119,0.159834832
inverse_ootf,1.5,0.00100000005,0.00100000005,0.75,0.00280280714,0.00280280714,2.10210538
ootf_approx,1.5,0.00100000005,0.00100000005,0.75,3.16227779e-05,3.16227779e-05,0.649519026
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,0.75,0.00999999885,0.00999999885,0.825481832
ootf,1.5,1,0.00100000005,0.00100000005,0.513261437,0.000513261475,0.000513261475
inverse_ootf,1.5,1,0.00100000005,0.00100000005,1.55993879,0.00155993889,0.00155993889
ootf_approx,1.5,1,0.00100000005,0.00100000005,1,3.16227779e-05,3.16227779e-05
inverse_ootf_approx,1.5,1,0.00100000005,0.00100000005,1,0.00999999885,0.00999999885
ootf,1.5,0.00100000005,1,0.00100000005,0.000823601906,0.823601842,0.000823601906
inverse_ootf,1.5,0.00100000005,1,0.00100000005,0.00113812101,1.13812101,0.00113812101
ootf_approx,1.5,0.00100000005,1,0.00100000005,3.16227779e-05,1,3.16227779e-05
inverse_ootf_approx,1.5,0.00100000005,1,0.00100000005,0.00999999885,1,0.00999999885
ootf,1.5,0.00100000005,0.00100000005,1,0.000245443895,0.000245443895,0.245443881
inverse_ootf,1.5,0.00100000005,0.00100000005,1,0.00255093002,0.00255093002,2.55092978
ootf_approx,1.5,0.00100000005,0.00100000005,1,3.16227779e-05,3.16227779e-05,1
inverse_ootf_approx,1.5,0.00100000005,0.00100000005,1,0.00999999885,0.00999999885,1
ootf,1,0.649999976,0.449999988,0.349999994,0.649999976,0.449999988,0.349999994
inverse_ootf,1,0.649999976,0.449999988,0.349999994,0.649999976,0.449999988,0.349999994
ootf_approx,1,0.649999976,0.449999988,0.349999994,0.649999976,0.449999988,0.349999994
inverse_ootf_approx,1,0.649999976,0.449999988,0.349999994,0.649999976,0.449999988,0.349999994
ootf,1,0.300000012,0.550000012,0.850000024,0.300000012,0.550000012,0.850000024
inverse_ootf,1,0.300000012,0.550000012,0.850000024,0.300000012,0.550000012,0.850000024
ootf_approx,1,0.300000012,0.550000012,0.850000024,0.300000012,0.550000012,0.850000024
inverse_ootf_approx,1,0.300000012,0.550000012,0.850000024,0.300000012,0.550000012,0.850000024
ootf,1,0.200000003,0.550000012,0.150000006,0.200000003,0.550000012,0.150000006
inverse_ootf,1,0.200000003,0.550000012,0.150000006,0.200000003,0.550000012,0.150000006
ootf_approx,1,0.200000003,0.550000012,0.150000006,0.200000003,0.550000012,0.150000006
inverse_ootf_approx,1,0.200000003,0.550000012,0.150000006,0.200000003,0.550000012,0.150000006
ootf,1,1,0.5,0.25,1,0.5,0.25
inverse_ootf,1,1,0.5,0.25,1,0.5,0.25
ootf_approx,1,1,0.5,0.25,1,0.5,0.25
inverse_ootf_approx,1,1,0.5,0.25,1,0.5,0.25
ootf,1,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001
inverse_ootf,1,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001
ootf_approx,1,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001
inverse_ootf_approx,1,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001
ootf,1,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001
inverse_ootf,1,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001
ootf_approx,1,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001
inverse_ootf_approx,1,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024,0.100000001
ootf,1,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024
inverse_ootf,1,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024
ootf_approx,1,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024
inverse_ootf_approx,1,0.100000001,0.100000001,0.850000024,0.100000001,0.100000001,0.850000024
ootf,1,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001
inverse_ootf,1,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001
ootf_approx,1,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001
inverse_ootf_approx,1,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001,0.99000001
ootf,1.03299999,0.649999976,0.449999988,0.349999994,0.635158122,0.439724863,0.342008233
inverse_ootf,1.03299999,0.649999976,0.449999988,0.349999994,0.664698005,0.460175544,0.357914299
ootf_approx,1.03299999,0.649999976,0.449999988,0.349999994,0.640825033,0.438297033,0.338082194
inverse_ootf_approx,1.03299999,0.649999976,0.449999988,0.349999994,0.659006894,0.461626679,0.361937135
ootf,1.03299999,0.300000012,0.550000012,0.850000024,0.293256611,0.537637115,0.830893695
inverse_ootf,1.03299999,0.300000012,0.550000012,0.850000024,0.306675673,0.562238753,0.868914425
ootf_approx,1.03299999,0.300000012,0.550000012,0.850000024,0.288314372,0.539255619,0.84545356
inverse_ootf_approx,1.03299999,0.300000012,0.550000012,0.850000024,0.311763316,0.560605049,0.854424536
ootf,1.03299999,0.200000003,0.550000012,0.150000006,0.194571048,0.53507036,0.145928293
inverse_ootf,1.03299999,0.200000003,0.550000012,0.150000006,0.205399781,0.564849377,0.154049844
ootf_approx,1.03299999,0.200000003,0.550000012,0.150000006,0.189654872,0.539255619,0.140897185
inverse_ootf_approx,1.03299999,0.200000003,0.550000012,0.150000006,0.210551888,0.560605049,0.159371868
ootf,1.03299999,1,0.5,0.25,0.984166026,0.492083013,0.246041507
inverse_ootf,1.03299999,1,0.5,0.25,1.01557076,0.50778538,0.25389269
ootf_approx,1.03299999,1,0.5,0.25,1,0.48869288,0.238820732
inverse_ootf_approx,1.03299999,1,0.5,0.25,1,0.511195064,0.261320382
ootf,1.03299999,0.850000024,0.100000001,0.100000001,0.816622078,0.0960731804,0.0960731804
inverse_ootf,1.03299999,0.850000024,0.100000001,0.100000001,0.883610666,0.103954196,0.103954196
ootf_approx,1.03299999,0.850000024,0.100000001,0.100000001,0.84545356,0.0926829875,0.0926829875
inverse_ootf_approx,1.03299999,0.850000024,0.100000001,0.100000001,0.854424536,0.107633084,0.107633084
ootf,1.03299999,0.100000001,0.850000024,0.100000001,0.0983740538,0.836179435,0.0983740538
inverse_ootf,1.03299999,0.100000001,0.850000024,0.100000001,0.101599596,0.863596618,0.101599596
ootf_approx,1.03299999,0.100000001,0.850000024,0.100000001,0.0926829875,0.84545356,0.0926829875
inverse_ootf_approx,1.03299999,0.100000001,0.850000024,0.100000001,0.107633084,0.854424536,0.107633084
ootf,1.03299999,0.100000001,0.100000001,0.850000024,0.0938152298,0.0938152298,0.797429442
inverse_ootf,1.03299999,0.100000001,0.100000001,0.850000024,0.106375329,0.106375329,0.904190302
ootf_approx,1.03299999,0.100000001,0.100000001,0.850000024,0.0926829875,0.0926829875,0.84545356
inverse_ootf_approx,1.03299999,0.100000001,0.100000001,0.850000024,0.107633084,0.107633084,0.854424536
ootf,1.03299999,0.99000001,0.99000001,0.99000001,0.989671767,0.989671767,0.989671767
inverse_ootf,1.03299999,0.99000001,0.99000001,0.99000001,0.990317941,0.990317941,0.990317941
ootf_approx,1.03299999,0.99000001,0.99000001,0.99000001,0.989671707,0.989671707,0.989671707
inverse_ootf_approx,1.03299999,0.99000001,0.99000001,0.99000001,0.990317941,0.990317941,0.990317941
ootf,1.20000005,0.649999976,0.449999988,0.349999994,0.565088391,0.391215026,0.304278374
inverse_ootf,1.20000005,0.649999976,0.449999988,0.349999994,0.7304281,0.505680978,0.393307447
ootf_approx,1.20000005,0.649999976,0.449999988,0.349999994,0.596342802,0.383579135,0.283714563
inverse_ootf_approx,1.20000005,0.649999976,0.449999988,0.349999994,0.698384285,0.514055967,0.416923821
ootf,1.20000005,0.300000012,0.550000012,0.850000024,0.261385798,0.479207307,0.740593076
inverse_ootf,1.20000005,0.300000012,0.550000012,0.850000024,0.336501718,0.616919816,0.953421533
ootf_approx,1.20000005,0.300000012,0.550000012,0.850000024,0.235800922,0.488017321,0.822816014
inverse_ootf_approx,1.20000005,0.300000012,0.550000012,0.850000024,0.366663545,0.607624948,0.873338163
ootf,1.20000005,0.200000003,0.550000012,0.150000006,0.169275761,0.465508342,0.12695682
inverse_ootf,1.20000005,0.200000003,0.550000012,0.150000006,0.229822561,0.632012069,0.172366932
ootf_approx,1.20000005,0.200000003,0.550000012,0.150000006,0.144955918,0.488017321,0.102638312
inverse_ootf_approx,1.20000005,0.200000003,0.550000012,0.150000006,0.261532098,0.607624948,0.205782965
ootf,1.20000005,1,0.5,0.25,0.90779978,0.45389989,0.226949945
inverse_ootf,1.20000005,1,0.5,0.25,1.08394754,0.54197377,0.270986885
ootf_approx,1.20000005,1,0.5,0.25,1,0.435275257,0.189464554
inverse_ootf_approx,1.20000005,1,0.5,0.25,1,0.561231017,0.314980268
ootf,1.20000005,0.850000024,0.100000001,0.100000001,0.666772246,0.078443788,0.078443788
inverse_ootf,1.20000005,0.850000024,0.100000001,0.100000001,1.04060709,0.122424364,0.122424364
ootf_approx,1.20000005,0.850000024,0.100000001,0.100000001,0.822816014,0.0630957261,0.0630957261
inverse_ootf_approx,1.20000005,0.850000024,0.100000001,0.100000001,0.873338163,0.14677994,0.14677994
ootf,1.20000005,0.100000001,0.850000024,0.100000001,0.090542376,0.769610226,0.090542376
inverse_ootf,1.20000005,0.100000001,0.850000024,0.100000001,0.108631745,0.923369825,0.108631745
ootf_approx,1.20000005,0.100000001,0.850000024,0.100000001,0.0630957261,0.822816014,0.0630957261
inverse_ootf_approx,1.20000005,0.100000001,0.850000024,0.100000001,0.14677994,0.873338163,0.14677994
ootf,1.20000005,0.100000001,0.100000001,0.850000024,0.0679140165,0.0679140165,0.577269137
inverse_ootf,1.20000005,0.100000001,0.100000001,0.850000024,0.13804917,0.13804917,1.17341805
ootf_approx,1.20000005,0.100000001,0.100000001,0.850000024,0.0630957261,0.0630957261,0.822816014
inverse_ootf_approx,1.20000005,0.100000001,0.100000001,0.850000024,0.14677994,0.14677994,0.873338163
ootf,1.20000005,0.99000001,0.99000001,0.99000001,0.988012075,0.988012075,0.988012075
inverse_ootf,1.20000005,0.99000001,0.99000001,0.99000001,0.991659701,0.991659701,0.991659701
ootf_approx,1.20000005,0.99000001,0.99000001,0.99000001,0.988012016,0.988012016,0.988012016
inverse_ootf_approx,1.20000005,0.99000001,0.99000001,0.99000001,0.991659701,0.991659701,0.991659701
ootf,1.45299995,0.649999976,0.449999988,0.349999994,0.473378241,0.327723384,0.254895985
inverse_ootf,1.45299995,0.649999976,0.449999988,0.349999994,0.808511615,0.559738815,0.435352415
